0,37,46,4,1,1
0,49,53,4,1,1
4,35,45,4,1,2
4,47,52,4,1,2
8,33,44,2,1,3
8,45,51,2,1,3
10,30,42,2,1,3
10,42,49,2,1,3
12,32,43,2,1,4
12,44,50,2,1,4
14,32,43,2,1,4
14,44,50,2,1,4
16,37,46,4,1,5
16,44,50,4,1,5
16,49,53,4,1,5
19,68,64,0.75,0,5
19.75,68,64,0.25,0,5
20,36,45,4,1,6
20,44,50,4,1,6
20,48,52,4,1,6
20,68,64,3,0,6
23,68,64,0.75,0,6
23.75,68,64,0.25,0,6
24,37,46,2,1,7
24,49,53,2,1,7
24,68,64,2,0,7
26,30,42,2,1,7
26,42,49,2,1,7
26,69,65,2,0,7
28,35,45,2,1,8
28,47,52,2,1,8
28,68,64,2,0,8
30,35,45,2,1,8
30,47,52,2,1,8
30,66,63,1,0,8
31,71,66,1,0,8
32,40,48,4,1,9
32,52,55,4,1,9
32,64,62,1,0,9
36,40,48,4,1,10
36,52,55,4,1,10
39,67,64,0.75,0,10
39.75,67,64,0.25,0,10
40,38,47,4,1,11
40,50,54,4,1,11
40,67,64,3,0,11
43,67,64,0.75,0,11
43.75,67,64,0.25,0,11
44,36,46,1,1,12
44,48,53,1,1,12
44,67,64,3,0,12
45,35,45,1,1,12
45,47,52,1,1,12
46,34,44,2,1,12
46,46,51,2,1,12
47,66,63,1,0,12
48,35,45,2,1,13
48,47,52,2,1,13
48,66,63,2,0,13
50,40,48,1,1,13
50,67,64,1,0,13
51,43,50,1,1,13
51,64,62,1,0,13
52,42,49,2,1,14
52,66,63,2,0,14
54,30,42,2,1,14
54,42,49,2,1,14
54,66,63,2,0,14
56,59,59,1,0,15
59,71,66,1,0,15
60,72,67,3,0,16
61,40,48,1,1,16
61,52,55,1,1,16
62,43,50,1,1,16
62,55,57,1,1,16
63,40,48,1,1,16
63,52,55,1,1,16
63,70,65,1,0,16
64,47,52,4,1,17
64,71,66,3,0,17
67,71,66,1,0,17
68,72,67,3,0,18
69,40,48,1,1,18
69,52,55,1,1,18
70,43,50,1,1,18
70,55,57,1,1,18
71,40,48,1,1,18
71,52,55,1,1,18
71,70,65,1,0,18
72,35,45,2,1,19
72,47,52,2,1,19
72,71,66,2,0,19
74,32,43,2,1,19
74,44,50,2,1,19
74,71,66,2,0,19
76,29,41,2,1,20
76,41,48,2,1,20
76,71,66,2,0,20
78,30,42,2,1,20
78,42,49,2,1,20
78,69,65,2,0,20
80,35,45,2,1,21
80,47,52,2,1,21
80,67,64,2,0,21
82,36,45,2,1,21
82,48,52,2,1,21
82,66,63,2,0,21
84,37,46,2,1,22
84,61,60,2,0,22
86,37,46,2,1,22
86,61,60,1,0,22
87,61,60,1,0,22
88,30,42,4,1,23
88,37,46,4,1,23
88,42,49,4,1,23
88,54,56,1,0,23
91,73,67,0.75,0,23
91.75,73,67,0.25,0,23
92,41,48,4,1,24
92,49,53,4,1,24
92,53,55,4,1,24
92,73,67,3,0,24
95,73,67,0.75,0,24
95.75,73,67,0.25,0,24
96,42,49,2,1,25
96,54,56,2,1,25
96,73,67,2,0,25
98,39,47,1,1,25
98,51,54,1,1,25
98,72,66,1,0,25
99,37,46,1,1,25
99,49,53,1,1,25
99,73,67,1,0,25
100,36,45,3,1,26
100,44,50,3,1,26
100,48,52,3,1,26
100,75,68,3,0,26
103,36,45,1,1,26
103,44,50,1,1,26
103,48,52,1,1,26
103,75,68,1,0,26
104,37,46,2,1,27
104,44,50,2,1,27
104,49,53,2,1,27
104,76,69,2,0,27
106,30,42,1,1,27
106,42,49,1,1,27
106,75,68,1,0,27
107,31,42,1,1,27
107,43,49,1,1,27
107,73,67,1,0,27
108,32,43,4,1,28
108,44,50,4,1,28
109,68,64,1,0,28
110,69,65,1,0,28
111,66,63,1,0,28
112,32,43,4,1,29
112,44,50,4,1,29
113,56,57,1,1,29
114,57,58,1,1,29
115,54,56,1,1,29
116,32,43,4,1,30
116,44,50,4,1,30
117,73,67,1,0,30
118,76,69,1,0,30
119,73,67,1,0,30
120,32,43,4,1,31
120,44,50,4,1,31
121,61,60,1,1,31
122,64,62,1,1,31
123,61,60,1,1,31
124,32,43,4,1,32
124,44,50,4,1,32
128,32,43,4,1,33
128,44,50,4,1,33
132,32,43,4,1,34
132,44,50,4,1,34
136,44,50,4,1,35
147,49,53,1,0,37
148,32,43,4,1,38
148,44,50,4,1,38
148,48,52,2,1,38
150,51,54,1,1,38
151,49,53,1,1,38
152,32,43,4,1,39
152,44,50,4,1,39
152,48,52,2,1,39
154,50,54,1,1,39
155,49,53,1,1,39
156,32,43,2,1,40
156,44,50,2,1,40
156,48,52,2,1,40
158,33,44,2,1,40
158,45,51,2,1,40
160,30,42,2,1,41
160,42,49,2,1,41
162,32,43,2,1,41
162,44,50,2,1,41
164,37,46,4,1,42
164,44,50,4,1,42
164,49,53,4,1,42
167,68,64,0.75,0,42
167.75,68,64,0.25,0,42
168,36,45,4,1,43
168,44,50,4,1,43
168,48,52,4,1,43
168,68,64,3,0,43
171,68,64,0.75,0,43
171.75,68,64,0.25,0,43
172,37,46,2,1,44
172,49,53,2,1,44
172,68,64,2,0,44
174,30,42,2,1,44
174,42,49,2,1,44
174,69,65,2,0,44
176,35,45,2,1,45
176,47,52,2,1,45
176,68,64,2,0,45
178,35,45,2,1,45
178,47,52,2,1,45
178,66,63,1,0,45
179,71,66,1,0,45
180,40,48,4,1,46
180,52,55,4,1,46
180,64,62,1,0,46
183,71,66,0.75,0,46
183.75,71,66,0.25,0,46
184,39,47,4,1,47
184,51,54,4,1,47
184,71,66,3,0,47
187,71,66,0.75,0,47
187.75,71,66,0.25,0,47
188,40,48,2,1,48
188,52,55,2,1,48
188,71,66,2,0,48
190,39,47,1,1,48
190,51,54,1,1,48
190,72,66,1,0,48
191,37,46,1,1,48
191,49,53,1,1,48
191,73,67,1,0,48
192,36,45,2,1,49
192,44,50,2,1,49
192,48,52,2,1,49
192,75,68,2,0,49
194,37,46,2,1,49
194,44,50,2,1,49
194,49,53,2,1,49
194,76,69,2,0,49
196,30,42,2,1,50
196,42,49,2,1,50
196,74,68,2,0,50
198,32,43,2,1,50
198,44,50,2,1,50
198,72,66,2,0,50
200,73,67,3,0,51
203,73,67,1,0,51
204,74,68,3,0,52
205,42,49,1,1,52
205,54,56,1,1,52
206,45,51,1,1,52
206,57,58,1,1,52
207,42,49,1,1,52
207,54,56,1,1,52
207,72,66,1,0,52
208,73,67,3,0,53
211,73,67,1,0,53
212,74,68,3,0,54
213,42,49,1,1,54
213,54,56,1,1,54
214,45,51,1,1,54
214,57,58,1,1,54
215,42,49,1,1,54
215,54,56,1,1,54
215,72,66,1,0,54
216,37,46,2,1,55
216,49,53,2,1,55
216,73,67,2,0,55
218,30,42,2,1,55
218,42,49,2,1,55
218,73,67,2,0,55
220,39,47,3,1,56
220,51,54,3,1,56
220,71,66,3,0,56
223,40,48,1,1,56
223,52,55,1,1,56
223,71,66,1,0,56
224,37,46,1,1,57
224,49,53,1,1,57
224,69,65,1,0,57
225,39,47,1,1,57
225,51,54,1,1,57
225,69,65,1,0,57
226,36,45,1,1,57
226,48,52,1,1,57
226,68,64,1,0,57
227,37,46,1,1,57
227,49,53,1,1,57
227,68,64,1,0,57
228,33,44,2,1,58
228,45,51,2,1,58
228,66,63,2,0,58
230,32,43,1,1,58
230,44,50,1,1,58
230,68,64,1,0,58
231,30,42,1,1,58
231,42,49,1,1,58
231,69,65,1,0,58
232,32,43,2,1,59
232,44,50,2,1,59
232,68,64,2,0,59
234,32,43,2,1,59
234,44,50,2,1,59
234,68,64,2,0,59
236,36,45,4,1,60
236,61,60,1,0,60
240,37,46,4,1,61
240,44,50,3,1,61
243,44,50,0.75,1,61
243.75,44,50,0.25,1,61
244,37,46,4,1,62
244,44,50,3,1,62
247,44,50,0.75,1,62
247.75,44,50,0.25,1,62
248,32,43,4,1,63
